,customer_name,gender,age,city,state,order_id,order_date,delivery_date,product_id,price_per_unit,quantity,total_price,product_type,product_name,size,colour,stock,delivary_duration
2764,Melissa Partkya,Male,23,O'keefeton,Tasmania,847,2021-10-19,2021-11-04,593,100,2,200,Jacket,Bomber,L,violet,68,1
2765,Melissa Partkya,Male,23,O'keefeton,Tasmania,847,2021-10-19,2021-11-04,500,102,2,204,Jacket,Windbreaker,XS,yellow,50,1
2766,Melissa Partkya,Male,23,O'keefeton,Tasmania,876,2021-05-20,2021-05-24,713,119,2,238,Jacket,Trench Coat,L,yellow,77,4
2767,Melissa Partkya,Male,23,O'keefeton,Tasmania,876,2021-05-20,2021-05-24,739,109,3,327,Jacket,Peacoat,XL,red,58,4
2768,Melissa Partkya,Male,23,O'keefeton,Tasmania,876,2021-05-20,2021-05-24,1087,115,2,230,Trousers,Cropped,M,red,50,4
2769,Melissa Partkya,Male,23,O'keefeton,Tasmania,876,2021-05-20,2021-05-24,606,112,2,224,Jacket,Cardigan,S,yellow,79,4
2770,Melissa Partkya,Male,23,O'keefeton,Tasmania,876,2021-05-20,2021-05-24,697,113,2,226,Jacket,Parka,M,violet,75,4
2771,Andi Kettleson,Female,39,East Piper,Northern Territory,88,2021-07-19,2021-08-15,126,92,1,92,Shirt,Denim,S,blue,47,2
2772,Andi Kettleson,Female,39,East Piper,Northern Territory,88,2021-07-19,2021-08-15,862,113,3,339,Trousers,Chinos,M,blue,41,2
2773,Andi Kettleson,Female,39,East Piper,Northern Territory,88,2021-07-19,2021-08-15,407,119,1,119,Shirt,Casual Slim Fit,M,blue,61,2
2774,Andi Kettleson,Female,39,East Piper,Northern Territory,88,2021-07-19,2021-08-15,86,118,2,236,Shirt,Flannel,S,green,57,2
2775,Andi Kettleson,Female,39,East Piper,Northern Territory,88,2021-07-19,2021-08-15,770,91,2,182,Jacket,Pullover,XS,red,54,2
2776,Andi Kettleson,Female,39,East Piper,Northern Territory,88,2021-07-19,2021-08-15,915,96,2,192,Trousers,Drawstring,XS,orange,41,2
2777,Andi Kettleson,Female,39,East Piper,Northern Territory,88,2021-07-19,2021-08-15,1221,105,2,210,Trousers,Pleated,S,violet,50,2
2778,Gallard Mangan,Bigender,64,Chloeville,Tasmania,204,2021-09-30,2021-10-10,879,94,1,94,Trousers,Cords,XL,red,80,1
2779,Gallard Mangan,Bigender,64,Chloeville,Tasmania,204,2021-09-30,2021-10-10,325,109,2,218,Shirt,Mandarin Collar,XS,yellow,45,1
2780,Gallard Mangan,Bigender,64,Chloeville,Tasmania,204,2021-09-30,2021-10-10,649,93,1,93,Jacket,Coach,XL,green,48,1
2781,Gallard Mangan,Bigender,64,Chloeville,Tasmania,204,2021-09-30,2021-10-10,484,118,2,236,Jacket,Puffer,XL,indigo,60,1
2782,Gallard Mangan,Bigender,64,Chloeville,Tasmania,492,2021-07-24,2021-08-07,1043,90,3,270,Trousers,Relaxed Leg,L,indigo,48,1
2783,Gallard Mangan,Bigender,64,Chloeville,Tasmania,492,2021-07-24,2021-08-07,379,94,3,282,Shirt,Henley,XL,indigo,52,1
2784,Gallard Mangan,Bigender,64,Chloeville,Tasmania,492,2021-07-24,2021-08-07,1205,105,2,210,Trousers,Pleated,XS,green,58,1
2785,Gallard Mangan,Bigender,64,Chloeville,Tasmania,492,2021-07-24,2021-08-07,837,117,1,117,Jacket,Shearling,M,violet,74,1
2786,Gallard Mangan,Bigender,64,Chloeville,Tasmania,492,2021-07-24,2021-08-07,1023,90,1,90,Trousers,Relaxed Leg,L,orange,78,1
2787,Gallard Mangan,Bigender,64,Chloeville,Tasmania,492,2021-07-24,2021-08-07,630,93,2,186,Jacket,Coach,XS,red,71,1
2788,Gallard Mangan,Bigender,64,Chloeville,Tasmania,492,2021-07-24,2021-08-07,31,96,3,288,Shirt,Oxford Cloth,S,violet,41,1
2789,Henryetta Sheffield,Genderqueer,35,New Masonstad,New South Wales,43,2021-07-13,2021-08-03,1146,102,2,204,Trousers,Cargo Pants,S,indigo,48,2
2790,Henryetta Sheffield,Genderqueer,35,New Masonstad,New South Wales,43,2021-07-13,2021-08-03,586,100,1,100,Jacket,Bomber,S,indigo,41,2
2791,Henryetta Sheffield,Genderqueer,35,New Masonstad,New South Wales,43,2021-07-13,2021-08-03,134,92,3,276,Shirt,Denim,XL,indigo,58,2
2792,Henryetta Sheffield,Genderqueer,35,New Masonstad,New South Wales,860,2021-04-09,2021-05-04,995,106,1,106,Trousers,Wool,XS,green,73,2
2793,Henryetta Sheffield,Genderqueer,35,New Masonstad,New South Wales,860,2021-04-09,2021-05-04,640,93,3,279,Jacket,Coach,XS,yellow,52,2
2794,Henryetta Sheffield,Genderqueer,35,New Masonstad,New South Wales,860,2021-04-09,2021-05-04,52,104,3,312,Shirt,Dress,M,green,65,2
2795,Henryetta Sheffield,Genderqueer,35,New Masonstad,New South Wales,860,2021-04-09,2021-05-04,664,93,1,93,Jacket,Coach,XL,violet,60,2
2796,Kristofor Roos,Agender,22,Jordanside,Australian Capital Territory,45,2021-05-30,2021-06-21,476,118,1,118,Jacket,Puffer,S,blue,76,2
2797,Kristofor Roos,Agender,22,Jordanside,Australian Capital Territory,45,2021-05-30,2021-06-21,705,119,3,357,Jacket,Trench Coat,XS,orange,69,2
2798,Kristofor Roos,Agender,22,Jordanside,Australian Capital Territory,45,2021-05-30,2021-06-21,1037,90,2,180,Trousers,Relaxed Leg,M,blue,72,2
2799,Kristofor Roos,Agender,22,Jordanside,Australian Capital Territory,45,2021-05-30,2021-06-21,345,109,3,327,Shirt,Mandarin Collar,XS,violet,52,2
2800,Kristofor Roos,Agender,22,Jordanside,Australian Capital Territory,45,2021-05-30,2021-06-21,1253,112,2,224,Trousers,Tracksuit Bottoms,L,indigo,50,2
2801,Kristofor Roos,Agender,22,Jordanside,Australian Capital Territory,45,2021-05-30,2021-06-21,1258,112,1,112,Trousers,Tracksuit Bottoms,L,violet,45,2
2802,Kristofor Roos,Agender,22,Jordanside,Australian Capital Territory,188,2021-04-10,2021-04-22,961,97,3,291,Trousers,Slim-Fit,S,green,70,1
2803,Kristofor Roos,Agender,22,Jordanside,Australian Capital Territory,188,2021-04-10,2021-04-22,1246,112,3,336,Trousers,Tracksuit Bottoms,S,blue,48,1
2804,Kristofor Roos,Agender,22,Jordanside,Australian Capital Territory,188,2021-04-10,2021-04-22,1109,115,1,115,Trousers,Cropped,XL,blue,51,1
2805,Kristofor Roos,Agender,22,Jordanside,Australian Capital Territory,254,2021-08-07,2021-09-03,1186,99,2,198,Trousers,High-Waisted,S,violet,45,2
2806,Kristofor Roos,Agender,22,Jordanside,Australian Capital Territory,254,2021-08-07,2021-09-03,816,117,1,117,Jacket,Shearling,S,yellow,48,2
2807,Kristofor Roos,Agender,22,Jordanside,Australian Capital Territory,254,2021-08-07,2021-09-03,175,98,2,196,Shirt,Camp Collared,XS,red,77,2
2808,Kristofor Roos,Agender,22,Jordanside,Australian Capital Territory,254,2021-08-07,2021-09-03,664,93,2,186,Jacket,Coach,XL,violet,60,2
2809,Kristofor Roos,Agender,22,Jordanside,Australian Capital Territory,376,2021-07-04,2021-07-17,217,106,1,106,Shirt,Chambray,M,orange,43,1
2810,Kristofor Roos,Agender,22,Jordanside,Australian Capital Territory,376,2021-07-04,2021-07-17,1039,90,3,270,Trousers,Relaxed Leg,XL,blue,40,1
2811,Kristofor Roos,Agender,22,Jordanside,Australian Capital Territory,376,2021-07-04,2021-07-17,268,95,3,285,Shirt,Polo,L,blue,77,1
2812,Kristofor Roos,Agender,22,Jordanside,Australian Capital Territory,376,2021-07-04,2021-07-17,966,97,1,97,Trousers,Slim-Fit,S,blue,49,1
2813,Kristofor Roos,Agender,22,Jordanside,Australian Capital Territory,376,2021-07-04,2021-07-17,206,98,1,98,Shirt,Camp Collared,S,violet,80,1
2814,Kristofor Roos,Agender,22,Jordanside,Australian Capital Territory,376,2021-07-04,2021-07-17,973,97,1,97,Trousers,Slim-Fit,L,indigo,48,1
2815,Kristofor Roos,Agender,22,Jordanside,Australian Capital Territory,376,2021-07-04,2021-07-17,587,100,2,200,Jacket,Bomber,M,indigo,52,1
2816,Kristofor Roos,Agender,22,Jordanside,Australian Capital Territory,376,2021-07-04,2021-07-17,110,92,2,184,Shirt,Denim,XS,orange,45,1
2817,Kristofor Roos,Agender,22,Jordanside,Australian Capital Territory,474,2021-08-19,2021-09-09,114,92,1,92,Shirt,Denim,XL,orange,67,2
2818,Kristofor Roos,Agender,22,Jordanside,Australian Capital Territory,474,2021-08-19,2021-09-09,728,119,3,357,Jacket,Trench Coat,L,indigo,71,2
2819,Kristofor Roos,Agender,22,Jordanside,Australian Capital Territory,474,2021-08-19,2021-09-09,89,118,1,118,Shirt,Flannel,XL,green,77,2
2820,Kristofor Roos,Agender,22,Jordanside,Australian Capital Territory,474,2021-08-19,2021-09-09,1069,93,1,93,Trousers,Joggers,XL,green,56,2
2821,Kristofor Roos,Agender,22,Jordanside,Australian Capital Territory,474,2021-08-19,2021-09-09,229,106,1,106,Shirt,Chambray,XL,green,58,2
2822,Kristofor Roos,Agender,22,Jordanside,Australian Capital Territory,474,2021-08-19,2021-09-09,988,106,1,106,Trousers,Wool,L,orange,56,2
2823,Kristofor Roos,Agender,22,Jordanside,Australian Capital Territory,474,2021-08-19,2021-09-09,724,119,2,238,Jacket,Trench Coat,XL,blue,69,2
2824,Kristofor Roos,Agender,22,Jordanside,Australian Capital Territory,474,2021-08-19,2021-09-09,184,98,1,98,Shirt,Camp Collared,XL,orange,48,2
2825,Kristofor Roos,Agender,22,Jordanside,Australian Capital Territory,474,2021-08-19,2021-09-09,1154,102,2,204,Trousers,Cargo Pants,XL,violet,77,2
2826,Kristofor Roos,Agender,22,Jordanside,Australian Capital Territory,500,2021-01-15,2021-01-24,1169,99,1,99,Trousers,High-Waisted,XL,yellow,78,9
2827,Kristofor Roos,Agender,22,Jordanside,Australian Capital Territory,500,2021-01-15,2021-01-24,112,92,2,184,Shirt,Denim,M,orange,50,9
2828,Kristofor Roos,Agender,22,Jordanside,Australian Capital Territory,500,2021-01-15,2021-01-24,100,118,2,236,Shirt,Flannel,XS,violet,72,9
2829,Kristofor Roos,Agender,22,Jordanside,Australian Capital Territory,500,2021-01-15,2021-01-24,284,105,2,210,Shirt,Cuban Collar,XL,red,65,9
2830,Kristofor Roos,Agender,22,Jordanside,Australian Capital Territory,500,2021-01-15,2021-01-24,1012,106,2,212,Trousers,Wool,M,violet,51,9
2831,Kristofor Roos,Agender,22,Jordanside,Australian Capital Territory,500,2021-01-15,2021-01-24,965,97,1,97,Trousers,Slim-Fit,XS,blue,55,9
2832,Kristofor Roos,Agender,22,Jordanside,Australian Capital Territory,500,2021-01-15,2021-01-24,943,96,1,96,Trousers,Drawstring,L,violet,62,9
2833,Raquela Swinnard,Agender,27,Sanfordton,South Australia,815,2021-05-02,2021-05-17,1204,105,3,315,Trousers,Pleated,XL,yellow,52,1
2834,Raquela Swinnard,Agender,27,Sanfordton,South Australia,815,2021-05-02,2021-05-17,927,96,2,192,Trousers,Drawstring,M,green,52,1
2835,Raquela Swinnard,Agender,27,Sanfordton,South Australia,815,2021-05-02,2021-05-17,1059,93,1,93,Trousers,Joggers,XL,orange,44,1
2836,Raquela Swinnard,Agender,27,Sanfordton,South Australia,815,2021-05-02,2021-05-17,448,107,2,214,Jacket,Denim,L,indigo,67,1
2837,Raquela Swinnard,Agender,27,Sanfordton,South Australia,815,2021-05-02,2021-05-17,903,94,1,94,Trousers,Cords,L,indigo,62,1
2838,Raquela Swinnard,Agender,27,Sanfordton,South Australia,815,2021-05-02,2021-05-17,1025,90,3,270,Trousers,Relaxed Leg,XS,yellow,44,1
2839,Raquela Swinnard,Agender,27,Sanfordton,South Australia,815,2021-05-02,2021-05-17,556,98,2,196,Jacket,Leather,S,violet,65,1
2840,Raquela Swinnard,Agender,27,Sanfordton,South Australia,815,2021-05-02,2021-05-17,702,119,2,238,Jacket,Trench Coat,M,red,57,1
2841,Atlante Dissman,Male,37,Abbeyshire,South Australia,106,2021-03-09,2021-03-28,639,93,2,186,Jacket,Coach,XL,orange,46,1
2842,Atlante Dissman,Male,37,Abbeyshire,South Australia,106,2021-03-09,2021-03-28,1069,93,3,279,Trousers,Joggers,XL,green,56,1
2843,Atlante Dissman,Male,37,Abbeyshire,South Australia,106,2021-03-09,2021-03-28,1105,115,3,345,Trousers,Cropped,XS,blue,47,1
2844,Atlante Dissman,Male,37,Abbeyshire,South Australia,148,2021-01-14,2021-01-24,213,106,1,106,Shirt,Chambray,L,red,44,1
2845,Atlante Dissman,Male,37,Abbeyshire,South Australia,148,2021-01-14,2021-01-24,779,91,3,273,Jacket,Pullover,XL,orange,69,1
2846,Atlante Dissman,Male,37,Abbeyshire,South Australia,148,2021-01-14,2021-01-24,1214,105,3,315,Trousers,Pleated,XL,blue,55,1
2847,Atlante Dissman,Male,37,Abbeyshire,South Australia,148,2021-01-14,2021-01-24,220,106,3,318,Shirt,Chambray,XS,yellow,57,1
2848,Atlante Dissman,Male,37,Abbeyshire,South Australia,772,2021-06-07,2021-06-27,1018,90,3,270,Trousers,Relaxed Leg,L,red,63,2
2849,Atlante Dissman,Male,37,Abbeyshire,South Australia,772,2021-06-07,2021-06-27,308,105,3,315,Shirt,Cuban Collar,L,indigo,65,2
2850,Atlante Dissman,Male,37,Abbeyshire,South Australia,772,2021-06-07,2021-06-27,606,112,2,224,Jacket,Cardigan,S,yellow,79,2
2851,Ranna Paolillo,Polygender,53,Zacharybury,Northern Territory,176,2021-09-26,2021-10-04,704,119,1,119,Jacket,Trench Coat,XL,red,40,8
2852,Ranna Paolillo,Polygender,53,Zacharybury,Northern Territory,176,2021-09-26,2021-10-04,642,93,1,93,Jacket,Coach,M,yellow,48,8
2853,Ranna Paolillo,Polygender,53,Zacharybury,Northern Territory,176,2021-09-26,2021-10-04,124,92,1,92,Shirt,Denim,XL,green,52,8
2854,Ranna Paolillo,Polygender,53,Zacharybury,Northern Territory,176,2021-09-26,2021-10-04,24,96,3,288,Shirt,Oxford Cloth,XL,blue,60,8
2855,Ranna Paolillo,Polygender,53,Zacharybury,Northern Territory,176,2021-09-26,2021-10-04,1095,115,3,345,Trousers,Cropped,XS,yellow,41,8
2856,Ranna Paolillo,Polygender,53,Zacharybury,Northern Territory,176,2021-09-26,2021-10-04,1028,90,1,90,Trousers,Relaxed Leg,L,yellow,65,8
2857,Ranna Paolillo,Polygender,53,Zacharybury,Northern Territory,496,2021-06-17,2021-06-27,437,107,1,107,Jacket,Denim,M,green,79,1
2858,Ranna Paolillo,Polygender,53,Zacharybury,Northern Territory,496,2021-06-17,2021-06-27,1254,112,2,224,Trousers,Tracksuit Bottoms,XL,indigo,54,1
2859,Ranna Paolillo,Polygender,53,Zacharybury,Northern Territory,496,2021-06-17,2021-06-27,411,119,3,357,Shirt,Casual Slim Fit,S,indigo,65,1
2860,Ranna Paolillo,Polygender,53,Zacharybury,Northern Territory,496,2021-06-17,2021-06-27,843,113,2,226,Trousers,Chinos,L,red,44,1
2861,Ranna Paolillo,Polygender,53,Zacharybury,Northern Territory,496,2021-06-17,2021-06-27,1222,105,3,315,Trousers,Pleated,M,violet,45,1
2862,Ranna Paolillo,Polygender,53,Zacharybury,Northern Territory,496,2021-06-17,2021-06-27,1173,99,1,99,Trousers,High-Waisted,L,green,75,1
2863,Ranna Paolillo,Polygender,53,Zacharybury,Northern Territory,688,2021-03-08,2021-03-29,363,94,1,94,Shirt,Henley,L,yellow,62,2
2864,Ranna Paolillo,Polygender,53,Zacharybury,Northern Territory,688,2021-03-08,2021-03-29,682,113,3,339,Jacket,Parka,M,green,71,2
2865,Ranna Paolillo,Polygender,53,Zacharybury,Northern Territory,688,2021-03-08,2021-03-29,1137,102,3,306,Trousers,Cargo Pants,M,green,78,2
2866,Ranna Paolillo,Polygender,53,Zacharybury,Northern Territory,688,2021-03-08,2021-03-29,1236,112,2,224,Trousers,Tracksuit Bottoms,S,yellow,49,2
2867,Hillier Seward,Genderfluid,32,Heaneyview,South Australia,857,2021-09-01,2021-09-10,751,109,3,327,Jacket,Peacoat,S,green,41,9
2868,Hillier Seward,Genderfluid,32,Heaneyview,South Australia,857,2021-09-01,2021-09-10,213,106,3,318,Shirt,Chambray,L,red,44,9
2869,Hillier Seward,Genderfluid,32,Heaneyview,South Australia,857,2021-09-01,2021-09-10,907,94,3,282,Trousers,Cords,M,violet,77,9
2870,Hillier Seward,Genderfluid,32,Heaneyview,South Australia,857,2021-09-01,2021-09-10,431,107,2,214,Jacket,Denim,S,yellow,43,9
2871,Hillier Seward,Genderfluid,32,Heaneyview,South Australia,914,2021-05-09,2021-05-12,123,92,3,276,Shirt,Denim,L,green,71,3
2872,Hillier Seward,Genderfluid,32,Heaneyview,South Australia,914,2021-05-09,2021-05-12,1114,115,2,230,Trousers,Cropped,XL,indigo,58,3
2873,Hillier Seward,Genderfluid,32,Heaneyview,South Australia,958,2021-06-21,2021-07-01,1184,99,2,198,Trousers,High-Waisted,XL,indigo,57,1
2874,Hillier Seward,Genderfluid,32,Heaneyview,South Australia,958,2021-06-21,2021-07-01,157,91,1,91,Shirt,Linen,M,green,42,1
2875,Riordan Goreway,Genderfluid,75,East Marcus,New South Wales,240,2021-01-27,2021-02-01,1009,106,1,106,Trousers,Wool,XL,indigo,51,5
2876,Riordan Goreway,Genderfluid,75,East Marcus,New South Wales,240,2021-01-27,2021-02-01,259,95,2,190,Shirt,Polo,XL,yellow,46,5
2877,Riordan Goreway,Genderfluid,75,East Marcus,New South Wales,240,2021-01-27,2021-02-01,473,118,1,118,Jacket,Puffer,L,green,43,5
2878,Riordan Goreway,Genderfluid,75,East Marcus,New South Wales,240,2021-01-27,2021-02-01,124,92,3,276,Shirt,Denim,XL,green,52,5
2879,Riordan Goreway,Genderfluid,75,East Marcus,New South Wales,240,2021-01-27,2021-02-01,9,96,1,96,Shirt,Oxford Cloth,XL,orange,43,5
2880,Riordan Goreway,Genderfluid,75,East Marcus,New South Wales,240,2021-01-27,2021-02-01,298,105,3,315,Shirt,Cuban Collar,L,green,58,5
2881,Fabian Gostage,Polygender,40,Hackettland,South Australia,373,2021-03-13,2021-04-03,86,118,1,118,Shirt,Flannel,S,green,57,2
2882,Fabian Gostage,Polygender,40,Hackettland,South Australia,373,2021-03-13,2021-04-03,36,104,3,312,Shirt,Dress,S,red,72,2
2883,Fabian Gostage,Polygender,40,Hackettland,South Australia,373,2021-03-13,2021-04-03,1232,112,2,224,Trousers,Tracksuit Bottoms,M,orange,47,2
2884,Fabian Gostage,Polygender,40,Hackettland,South Australia,373,2021-03-13,2021-04-03,1116,115,2,230,Trousers,Cropped,S,violet,66,2
2885,Fabian Gostage,Polygender,40,Hackettland,South Australia,373,2021-03-13,2021-04-03,213,106,1,106,Shirt,Chambray,L,red,44,2
2886,Fabian Gostage,Polygender,40,Hackettland,South Australia,373,2021-03-13,2021-04-03,370,94,1,94,Shirt,Henley,XS,blue,61,2
2887,Fabian Gostage,Polygender,40,Hackettland,South Australia,373,2021-03-13,2021-04-03,830,117,3,351,Jacket,Shearling,XS,indigo,68,2
2888,Fabian Gostage,Polygender,40,Hackettland,South Australia,651,2021-05-22,2021-05-25,997,106,3,318,Trousers,Wool,M,green,41,3
2889,Fabian Gostage,Polygender,40,Hackettland,South Australia,651,2021-05-22,2021-05-25,538,98,3,294,Jacket,Leather,L,yellow,45,3
2890,Fabian Gostage,Polygender,40,Hackettland,South Australia,651,2021-05-22,2021-05-25,640,93,1,93,Jacket,Coach,XS,yellow,52,3
2891,Fabian Gostage,Polygender,40,Hackettland,South Australia,651,2021-05-22,2021-05-25,1072,93,2,186,Trousers,Joggers,M,blue,78,3
2892,Fabian Gostage,Polygender,40,Hackettland,South Australia,651,2021-05-22,2021-05-25,156,91,2,182,Shirt,Linen,S,green,58,3
2893,Fabian Gostage,Polygender,40,Hackettland,South Australia,651,2021-05-22,2021-05-25,361,94,2,188,Shirt,Henley,S,yellow,70,3
2894,Fabian Gostage,Polygender,40,Hackettland,South Australia,651,2021-05-22,2021-05-25,801,91,1,91,Jacket,Pullover,S,violet,74,3
2895,Fabian Gostage,Polygender,40,Hackettland,South Australia,651,2021-05-22,2021-05-25,456,118,1,118,Jacket,Puffer,S,red,62,3
2896,Fabian Gostage,Polygender,40,Hackettland,South Australia,651,2021-05-22,2021-05-25,336,109,2,218,Shirt,Mandarin Collar,S,blue,44,3
2897,Fabian Gostage,Polygender,40,Hackettland,South Australia,985,2021-02-07,2021-02-09,277,95,2,190,Shirt,Polo,M,violet,77,2
2898,Fabian Gostage,Polygender,40,Hackettland,South Australia,985,2021-02-07,2021-02-09,1129,102,1,102,Trousers,Cargo Pants,XL,orange,61,2
2899,Fabian Gostage,Polygender,40,Hackettland,South Australia,985,2021-02-07,2021-02-09,784,91,3,273,Jacket,Pullover,XL,yellow,67,2
2900,Fabian Gostage,Polygender,40,Hackettland,South Australia,985,2021-02-07,2021-02-09,837,117,2,234,Jacket,Shearling,M,violet,74,2
2901,Fabian Gostage,Polygender,40,Hackettland,South Australia,985,2021-02-07,2021-02-09,538,98,3,294,Jacket,Leather,L,yellow,45,2
2902,Prissie Dumelow,Genderqueer,52,Leomouth,Northern Territory,564,2021-08-23,2021-09-19,991,106,1,106,Trousers,Wool,S,yellow,69,2
2903,Prissie Dumelow,Genderqueer,52,Leomouth,Northern Territory,564,2021-08-23,2021-09-19,838,117,3,351,Jacket,Shearling,L,violet,61,2
2904,Prissie Dumelow,Genderqueer,52,Leomouth,Northern Territory,564,2021-08-23,2021-09-19,908,94,2,188,Trousers,Cords,L,violet,74,2
2905,Alicea Momford,Non-binary,23,West Bella,South Australia,120,2021-06-09,2021-06-14,1231,112,1,112,Trousers,Tracksuit Bottoms,S,orange,59,5
2906,Alicea Momford,Non-binary,23,West Bella,South Australia,120,2021-06-09,2021-06-14,340,109,2,218,Shirt,Mandarin Collar,XS,indigo,80,5
2907,Alicea Momford,Non-binary,23,West Bella,South Australia,120,2021-06-09,2021-06-14,881,94,2,188,Trousers,Cords,S,orange,59,5
2908,Alicea Momford,Non-binary,23,West Bella,South Australia,120,2021-06-09,2021-06-14,560,100,1,100,Jacket,Bomber,XS,red,76,5
2909,Alicea Momford,Non-binary,23,West Bella,South Australia,120,2021-06-09,2021-06-14,11,96,2,192,Shirt,Oxford Cloth,S,yellow,78,5
2910,Alicea Momford,Non-binary,23,West Bella,South Australia,120,2021-06-09,2021-06-14,395,119,3,357,Shirt,Casual Slim Fit,XS,yellow,63,5
2911,Alicea Momford,Non-binary,23,West Bella,South Australia,535,2021-01-25,2021-02-07,928,96,3,288,Trousers,Drawstring,L,green,43,1
2912,Alicea Momford,Non-binary,23,West Bella,South Australia,535,2021-01-25,2021-02-07,707,119,3,357,Jacket,Trench Coat,M,orange,43,1
2913,Alicea Momford,Non-binary,23,West Bella,South Australia,535,2021-01-25,2021-02-07,58,104,1,104,Shirt,Dress,L,blue,61,1
2914,Alicea Momford,Non-binary,23,West Bella,South Australia,535,2021-01-25,2021-02-07,946,97,2,194,Trousers,Slim-Fit,S,red,71,1
2915,Alicea Momford,Non-binary,23,West Bella,South Australia,535,2021-01-25,2021-02-07,1224,105,2,210,Trousers,Pleated,XL,violet,65,1
2916,Alicea Momford,Non-binary,23,West Bella,South Australia,535,2021-01-25,2021-02-07,164,91,1,91,Shirt,Linen,XL,blue,47,1
2917,Wenona Stuck,Agender,34,Hallhaven,New South Wales,189,2021-07-17,2021-08-08,214,106,1,106,Shirt,Chambray,XL,red,42,2
2918,Wenona Stuck,Agender,34,Hallhaven,New South Wales,189,2021-07-17,2021-08-08,668,113,1,113,Jacket,Parka,L,red,73,2
2919,Wenona Stuck,Agender,34,Hallhaven,New South Wales,189,2021-07-17,2021-08-08,179,98,2,196,Shirt,Camp Collared,XL,red,79,2
2920,Wenona Stuck,Agender,34,Hallhaven,New South Wales,189,2021-07-17,2021-08-08,877,94,2,188,Trousers,Cords,M,red,68,2
2921,Wenona Stuck,Agender,34,Hallhaven,New South Wales,892,2021-04-09,2021-04-11,983,106,2,212,Trousers,Wool,L,red,74,2
2922,Carmita Grundey,Agender,35,East Declanside,Queensland,56,2021-01-23,2021-02-18,1061,93,1,93,Trousers,Joggers,S,yellow,76,2
2923,Carmita Grundey,Agender,35,East Declanside,Queensland,56,2021-01-23,2021-02-18,879,94,3,282,Trousers,Cords,XL,red,80,2
2924,Carmita Grundey,Agender,35,East Declanside,Queensland,56,2021-01-23,2021-02-18,469,118,1,118,Jacket,Puffer,XL,yellow,65,2
2925,Carmita Grundey,Agender,35,East Declanside,Queensland,56,2021-01-23,2021-02-18,610,112,3,336,Jacket,Cardigan,XS,green,40,2
2926,Carmita Grundey,Agender,35,East Declanside,Queensland,56,2021-01-23,2021-02-18,968,97,2,194,Trousers,Slim-Fit,L,blue,49,2
2927,Carmita Grundey,Agender,35,East Declanside,Queensland,622,2021-05-16,2021-06-07,709,119,1,119,Jacket,Trench Coat,XL,orange,71,2
2928,Carmita Grundey,Agender,35,East Declanside,Queensland,622,2021-05-16,2021-06-07,236,106,3,318,Shirt,Chambray,S,indigo,59,2
2929,Carmita Grundey,Agender,35,East Declanside,Queensland,622,2021-05-16,2021-06-07,677,113,3,339,Jacket,Parka,M,yellow,46,2
2930,Carmita Grundey,Agender,35,East Declanside,Queensland,622,2021-05-16,2021-06-07,498,102,2,204,Jacket,Windbreaker,L,orange,68,2
2931,Nicole Cheel,Genderfluid,48,West Danieltown,Victoria,33,2021-07-01,2021-07-07,486,118,2,236,Jacket,Puffer,S,violet,46,6
2932,Nicole Cheel,Genderfluid,48,West Danieltown,Victoria,33,2021-07-01,2021-07-07,1173,99,3,297,Trousers,High-Waisted,L,green,75,6
2933,Nicole Cheel,Genderfluid,48,West Danieltown,Victoria,33,2021-07-01,2021-07-07,322,109,3,327,Shirt,Mandarin Collar,M,orange,78,6
2934,Nicole Cheel,Genderfluid,48,West Danieltown,Victoria,33,2021-07-01,2021-07-07,955,97,3,291,Trousers,Slim-Fit,XS,yellow,59,6
2935,Nicole Cheel,Genderfluid,48,West Danieltown,Victoria,33,2021-07-01,2021-07-07,511,102,2,204,Jacket,Windbreaker,S,blue,41,6
2936,Nicole Cheel,Genderfluid,48,West Danieltown,Victoria,591,2021-06-18,2021-07-06,1234,112,3,336,Trousers,Tracksuit Bottoms,XL,orange,42,1
2937,Calhoun Raphael,Polygender,57,Hoppetown,Queensland,413,2021-10-17,2021-10-31,1204,105,2,210,Trousers,Pleated,XL,yellow,52,1
2938,Calhoun Raphael,Polygender,57,Hoppetown,Queensland,413,2021-10-17,2021-10-31,527,98,2,196,Jacket,Leather,M,red,54,1
2939,Calhoun Raphael,Polygender,57,Hoppetown,Queensland,413,2021-10-17,2021-10-31,707,119,3,357,Jacket,Trench Coat,M,orange,43,1
2940,Calhoun Raphael,Polygender,57,Hoppetown,Queensland,413,2021-10-17,2021-10-31,1234,112,2,224,Trousers,Tracksuit Bottoms,XL,orange,42,1
2941,Calhoun Raphael,Polygender,57,Hoppetown,Queensland,413,2021-10-17,2021-10-31,124,92,2,184,Shirt,Denim,XL,green,52,1
2942,Calhoun Raphael,Polygender,57,Hoppetown,Queensland,413,2021-10-17,2021-10-31,306,105,3,315,Shirt,Cuban Collar,S,indigo,41,1
2943,Calhoun Raphael,Polygender,57,Hoppetown,Queensland,707,2021-05-12,2021-05-18,667,113,3,339,Jacket,Parka,M,red,56,6
2944,Calhoun Raphael,Polygender,57,Hoppetown,Queensland,707,2021-05-12,2021-05-18,709,119,2,238,Jacket,Trench Coat,XL,orange,71,6
2945,Calhoun Raphael,Polygender,57,Hoppetown,Queensland,707,2021-05-12,2021-05-18,939,96,2,192,Trousers,Drawstring,XL,indigo,41,6
